[2023-12-09 08:36:32] System Start
[2023-12-09 08:58:48] reconnect:192.168.1.100 --->count->1
[2023-12-09 08:58:48] reconnect:192.168.1.101 --->count->1
[2023-12-09 08:58:49] reconnect:192.168.1.102 --->count->1
[2023-12-09 08:58:50] reconnect:192.168.1.103 --->count->1
[2023-12-09 08:58:51] reconnect:192.168.1.104 --->count->1
[2023-12-09 08:58:51] reconnect:192.168.1.105 --->count->1
[2023-12-09 08:58:53] reconnect:192.168.1.106 --->count->1
[2023-12-09 08:58:53] reconnect:192.168.1.107 --->count->1
[2023-12-09 08:58:53] reconnect:192.168.1.108 --->count->1
[2023-12-09 08:58:55] reconnect:192.168.1.109 --->count->1
[2023-12-09 08:58:55] reconnect:192.168.1.110 --->count->1
[2023-12-09 08:58:55] reconnect:192.168.1.111 --->count->1
[2023-12-09 08:58:57] reconnect:192.168.1.112 --->count->1
[2023-12-09 08:58:57] reconnect:192.168.1.113 --->count->1
[2023-12-09 08:58:57] reconnect:192.168.1.114 --->count->1
[2023-12-09 08:58:59] reconnect:192.168.1.115 --->count->1
[2023-12-09 08:58:59] reconnect:192.168.1.116 --->count->1
[2023-12-09 08:58:59] reconnect:192.168.1.117 --->count->1
[2023-12-09 08:59:01] reconnect:192.168.1.118 --->count->1
[2023-12-09 08:59:01] reconnect:192.168.1.119 --->count->1
[2023-12-09 08:59:01] reconnect:192.168.1.120 --->count->1
[2023-12-09 08:59:03] reconnect:192.168.1.121 --->count->1
[2023-12-09 08:59:03] reconnect:192.168.1.122 --->count->1
[2023-12-09 08:59:03] reconnect:192.168.1.123 --->count->1
[2023-12-09 08:59:05] reconnect:192.168.1.124 --->count->1
[2023-12-09 08:59:05] reconnect:192.168.1.125 --->count->1
[2023-12-09 08:59:05] reconnect:192.168.1.126 --->count->1
[2023-12-09 08:59:07] reconnect:192.168.1.127 --->count->1
[2023-12-09 08:59:07] reconnect:192.168.1.128 --->count->1
[2023-12-09 08:59:07] reconnect:192.168.1.129 --->count->1
[2023-12-09 08:59:09] reconnect:192.168.1.130 --->count->1
[2023-12-09 08:59:09] reconnect:192.168.1.131 --->count->1
[2023-12-09 08:59:09] reconnect:192.168.1.132 --->count->1
[2023-12-09 08:59:11] reconnect:192.168.1.133 --->count->1
[2023-12-09 08:59:11] reconnect:192.168.1.135 --->count->1
[2023-12-09 08:59:11] reconnect:192.168.1.134 --->count->1
[2023-12-09 08:59:13] reconnect:192.168.1.136 --->count->1
[2023-12-09 08:59:13] reconnect:192.168.1.138 --->count->1
[2023-12-09 08:59:13] reconnect:192.168.1.137 --->count->1
[2023-12-09 08:59:15] reconnect:192.168.1.139 --->count->1
[2023-12-09 08:59:15] reconnect:192.168.1.140 --->count->1
[2023-12-09 08:59:15] reconnect:192.168.1.141 --->count->1
[2023-12-09 08:59:17] reconnect:192.168.1.142 --->count->1
[2023-12-09 08:59:17] reconnect:192.168.1.144 --->count->1
[2023-12-09 08:59:17] reconnect:192.168.1.143 --->count->1
[2023-12-09 08:59:19] reconnect:192.168.1.145 --->count->1
[2023-12-09 08:59:19] reconnect:192.168.1.146 --->count->1
[2023-12-09 08:59:19] reconnect:192.168.1.147 --->count->1
[2023-12-09 08:59:21] reconnect:192.168.1.148 --->count->1
[2023-12-09 08:59:22] reconnect:192.168.1.149 --->count->1
[2023-12-09 08:59:22] reconnect:192.168.1.150 --->count->1
[2023-12-09 08:59:23] reconnect:192.168.1.151 --->count->1
[2023-12-09 08:59:24] reconnect:192.168.1.152 --->count->1
[2023-12-09 08:59:24] reconnect:192.168.1.153 --->count->1
[2023-12-09 08:59:25] reconnect:192.168.1.154 --->count->1
[2023-12-09 08:59:26] reconnect:192.168.1.156 --->count->1
[2023-12-09 08:59:26] reconnect:192.168.1.155 --->count->1
[2023-12-09 08:59:27] reconnect:192.168.1.157 --->count->1
[2023-12-09 08:59:28] reconnect:192.168.1.159 --->count->1
[2023-12-09 08:59:28] reconnect:192.168.1.158 --->count->1
[2023-12-09 08:59:29] reconnect:192.168.1.160 --->count->1
[2023-12-09 08:59:30] reconnect:192.168.1.161 --->count->1
[2023-12-09 08:59:30] reconnect:192.168.1.162 --->count->1
[2023-12-09 08:59:32] reconnect:192.168.1.163 --->count->1
[2023-12-09 08:59:32] reconnect:192.168.1.164 --->count->1
[2023-12-09 08:59:34] reconnect:192.168.1.166 --->count->1
[2023-12-09 08:59:34] reconnect:192.168.1.167 --->count->1
[2023-12-09 08:59:36] reconnect:192.168.1.168 --->count->1
[2023-12-09 08:59:36] reconnect:192.168.1.169 --->count->1
[2023-12-09 08:59:36] reconnect:192.168.1.170 --->count->1
[2023-12-09 08:59:38] reconnect:192.168.1.171 --->count->1
[2023-12-09 08:59:38] reconnect:192.168.1.172 --->count->1
[2023-12-09 08:59:38] reconnect:192.168.1.173 --->count->1
[2023-12-09 08:59:40] reconnect:192.168.1.174 --->count->1
[2023-12-09 08:59:40] reconnect:192.168.1.175 --->count->1
[2023-12-09 08:59:40] reconnect:192.168.1.176 --->count->1
[2023-12-09 08:59:42] reconnect:192.168.1.177 --->count->1
[2023-12-09 08:59:42] reconnect:192.168.1.178 --->count->1
[2023-12-09 08:59:42] reconnect:192.168.1.179 --->count->1
[2023-12-09 08:59:44] reconnect:192.168.1.180 --->count->1
[2023-12-09 08:59:44] reconnect:192.168.1.181 --->count->1
[2023-12-09 08:59:44] reconnect:192.168.1.182 --->count->1
[2023-12-09 08:59:46] reconnect:192.168.1.183 --->count->1
[2023-12-09 08:59:46] reconnect:192.168.1.184 --->count->1
[2023-12-09 08:59:46] reconnect:192.168.1.185 --->count->1
[2023-12-09 08:59:48] reconnect:192.168.1.186 --->count->1
[2023-12-09 08:59:48] reconnect:192.168.1.187 --->count->1
[2023-12-09 08:59:48] reconnect:192.168.1.188 --->count->1
[2023-12-09 08:59:50] reconnect:192.168.1.189 --->count->1
[2023-12-09 08:59:50] reconnect:192.168.1.190 --->count->1
[2023-12-09 08:59:50] reconnect:192.168.1.191 --->count->1
[2023-12-09 08:59:52] reconnect:192.168.1.192 --->count->1
[2023-12-09 08:59:52] reconnect:192.168.1.193 --->count->1
[2023-12-09 08:59:53] reconnect:192.168.1.194 --->count->1
[2023-12-09 08:59:54] reconnect:192.168.1.195 --->count->1
[2023-12-09 08:59:54] reconnect:192.168.1.196 --->count->1
[2023-12-09 08:59:55] reconnect:192.168.1.197 --->count->1
[2023-12-09 08:59:56] reconnect:192.168.1.198 --->count->1
[2023-12-09 08:59:56] reconnect:192.168.1.199 --->count->1
[2023-12-09 08:59:57] reconnect:192.168.1.200 --->count->1
[2023-12-09 08:59:58] reconnect:192.168.1.201 --->count->1
[2023-12-09 08:59:58] reconnect:192.168.1.202 --->count->1
[2023-12-09 08:59:59] reconnect:192.168.1.203 --->count->1
[2023-12-09 09:00:00] reconnect:192.168.1.204 --->count->1
[2023-12-09 09:00:00] reconnect:192.168.1.205 --->count->1
[2023-12-09 09:00:01] reconnect:192.168.1.206 --->count->1
[2023-12-09 09:00:02] reconnect:192.168.1.207 --->count->1
[2023-12-09 09:00:02] reconnect:192.168.1.208 --->count->1
[2023-12-09 09:00:03] reconnect:192.168.1.209 --->count->1
[2023-12-09 09:00:04] reconnect:192.168.1.210 --->count->1
[2023-12-09 09:00:04] reconnect:192.168.1.211 --->count->1
[2023-12-09 09:00:05] reconnect:192.168.1.212 --->count->1
[2023-12-09 09:00:06] reconnect:192.168.1.213 --->count->1
[2023-12-09 09:00:07] reconnect:192.168.1.214 --->count->1
[2023-12-09 09:00:07] reconnect:192.168.1.215 --->count->1
[2023-12-09 09:00:08] reconnect:192.168.1.216 --->count->1
[2023-12-09 09:00:09] reconnect:192.168.1.217 --->count->1
[2023-12-09 09:00:09] reconnect:192.168.1.218 --->count->1
[2023-12-09 09:00:10] reconnect:192.168.1.219 --->count->1
[2023-12-09 09:00:11] reconnect:192.168.1.220 --->count->1
[2023-12-09 09:00:11] reconnect:192.168.1.221 --->count->1
[2023-12-09 09:00:13] reconnect:192.168.1.222 --->count->1
[2023-12-09 09:00:13] reconnect:192.168.1.223 --->count->1
[2023-12-09 09:00:13] reconnect:192.168.1.224 --->count->1
[2023-12-09 09:00:15] reconnect:192.168.1.225 --->count->1
[2023-12-09 09:00:15] reconnect:192.168.1.226 --->count->1
[2023-12-09 09:00:15] reconnect:192.168.1.227 --->count->1
[2023-12-09 09:00:17] reconnect:192.168.1.228 --->count->1
[2023-12-09 09:00:17] reconnect:192.168.1.229 --->count->1
[2023-12-09 09:00:17] reconnect:192.168.1.230 --->count->1
[2023-12-09 09:00:19] reconnect:192.168.1.231 --->count->1
[2023-12-09 09:00:19] reconnect:192.168.1.232 --->count->1
[2023-12-09 09:00:19] reconnect:192.168.1.233 --->count->1
[2023-12-09 09:00:21] reconnect:192.168.1.234 --->count->1
[2023-12-09 09:00:21] reconnect:192.168.1.235 --->count->1
[2023-12-09 09:00:22] reconnect:192.168.1.236 --->count->1
[2023-12-09 09:00:23] reconnect:192.168.1.237 --->count->1
[2023-12-09 09:00:23] reconnect:192.168.1.238 --->count->1
[2023-12-09 09:00:24] reconnect:192.168.1.239 --->count->1
[2023-12-09 09:00:25] reconnect:192.168.1.241 --->count->1
[2023-12-09 09:00:25] reconnect:192.168.1.240 --->count->1
[2023-12-09 09:00:26] reconnect:192.168.1.242 --->count->1
[2023-12-09 09:00:27] reconnect:192.168.1.243 --->count->1
[2023-12-09 09:00:27] reconnect:192.168.1.244 --->count->1
[2023-12-09 09:00:28] reconnect:192.168.1.245 --->count->1
[2023-12-09 09:00:29] reconnect:192.168.1.247 --->count->1
[2023-12-09 09:00:29] reconnect:192.168.1.246 --->count->1
[2023-12-09 09:00:30] reconnect:192.168.1.248 --->count->1
[2023-12-09 09:00:31] reconnect:192.168.1.249 --->count->1
[2023-12-09 09:00:31] reconnect:192.168.1.250 --->count->1
[2023-12-09 09:00:32] reconnect:192.168.1.251 --->count->1
[2023-12-09 09:00:33] reconnect:192.168.1.253 --->count->1
[2023-12-09 09:00:33] reconnect:192.168.1.252 --->count->1
[2023-12-09 09:00:34] reconnect:192.168.1.254 --->count->1
[2023-12-09 09:04:52] Waiting for broadcast
[2023-12-09 09:06:03] Ip range editing
[2023-12-09 09:06:05] Waiting for broadcast
[2023-12-09 10:08:24] Waiting for broadcast
[2023-12-09 10:09:12] Ip range editing
[2023-12-09 10:09:14] Waiting for broadcast
[2023-12-09 10:11:07] Ip range editing
[2023-12-09 10:11:09] Start scanning
[2023-12-09 10:11:10] reconnect:192.168.1.1 --->count->1
[2023-12-09 10:11:10] reconnect:192.168.1.3 --->count->1
[2023-12-09 10:11:10] reconnect:192.168.1.2 --->count->1
[2023-12-09 10:11:12] reconnect:192.168.1.5 --->count->1
[2023-12-09 10:11:12] reconnect:192.168.1.6 --->count->1
[2023-12-09 10:11:14] reconnect:192.168.1.8 --->count->1
[2023-12-09 10:11:14] reconnect:192.168.1.7 --->count->1
[2023-12-09 10:11:15] reconnect:192.168.1.9 --->count->1
[2023-12-09 10:11:16] reconnect:192.168.1.10 --->count->1
[2023-12-09 10:11:16] reconnect:192.168.1.11 --->count->1
[2023-12-09 10:11:17] reconnect:192.168.1.12 --->count->1
[2023-12-09 10:11:18] reconnect:192.168.1.13 --->count->1
[2023-12-09 10:11:18] reconnect:192.168.1.14 --->count->1
[2023-12-09 10:11:19] reconnect:192.168.1.15 --->count->1
[2023-12-09 10:11:20] reconnect:192.168.1.17 --->count->1
[2023-12-09 10:11:20] reconnect:192.168.1.16 --->count->1
[2023-12-09 10:11:22] reconnect:192.168.1.18 --->count->1
[2023-12-09 10:11:22] reconnect:192.168.1.19 --->count->1
[2023-12-09 10:11:22] reconnect:192.168.1.20 --->count->1
[2023-12-09 10:11:24] reconnect:192.168.1.21 --->count->1
[2023-12-09 10:11:24] reconnect:192.168.1.23 --->count->1
[2023-12-09 10:11:24] reconnect:192.168.1.22 --->count->1
[2023-12-09 10:11:26] reconnect:192.168.1.24 --->count->1
[2023-12-09 10:11:26] reconnect:192.168.1.26 --->count->1
[2023-12-09 10:11:26] reconnect:192.168.1.25 --->count->1
[2023-12-09 10:11:28] reconnect:192.168.1.27 --->count->1
[2023-12-09 10:11:28] reconnect:192.168.1.28 --->count->1
[2023-12-09 10:11:28] reconnect:192.168.1.29 --->count->1
[2023-12-09 10:11:30] reconnect:192.168.1.30 --->count->1
[2023-12-09 10:11:30] reconnect:192.168.1.31 --->count->1
[2023-12-09 10:11:30] reconnect:192.168.1.32 --->count->1
[2023-12-09 10:11:32] reconnect:192.168.1.33 --->count->1
[2023-12-09 10:11:32] reconnect:192.168.1.35 --->count->1
[2023-12-09 10:11:32] reconnect:192.168.1.34 --->count->1
[2023-12-09 10:11:34] reconnect:192.168.1.36 --->count->1
[2023-12-09 10:11:34] reconnect:192.168.1.38 --->count->1
[2023-12-09 10:11:34] reconnect:192.168.1.37 --->count->1
[2023-12-09 10:11:36] reconnect:192.168.1.39 --->count->1
[2023-12-09 10:11:36] reconnect:192.168.1.41 --->count->1
[2023-12-09 10:11:36] reconnect:192.168.1.40 --->count->1
[2023-12-09 10:11:38] reconnect:192.168.1.42 --->count->1
[2023-12-09 10:11:38] reconnect:192.168.1.43 --->count->1
[2023-12-09 10:11:38] reconnect:192.168.1.44 --->count->1
[2023-12-09 10:11:40] reconnect:192.168.1.45 --->count->1
[2023-12-09 10:11:41] reconnect:192.168.1.47 --->count->1
[2023-12-09 10:11:41] reconnect:192.168.1.46 --->count->1
[2023-12-09 10:11:42] reconnect:192.168.1.48 --->count->1
[2023-12-09 10:11:43] reconnect:192.168.1.49 --->count->1
[2023-12-09 10:11:43] reconnect:192.168.1.50 --->count->1
[2023-12-09 10:11:44] reconnect:192.168.1.51 --->count->1
[2023-12-09 10:11:45] reconnect:192.168.1.52 --->count->1
[2023-12-09 10:11:45] reconnect:192.168.1.53 --->count->1
[2023-12-09 10:11:46] reconnect:192.168.1.54 --->count->1
[2023-12-09 10:11:47] reconnect:192.168.1.55 --->count->1
[2023-12-09 10:11:47] reconnect:192.168.1.56 --->count->1
[2023-12-09 10:11:48] reconnect:192.168.1.57 --->count->1
[2023-12-09 10:11:49] reconnect:192.168.1.59 --->count->1
[2023-12-09 10:11:49] reconnect:192.168.1.58 --->count->1
[2023-12-09 10:11:50] reconnect:192.168.1.60 --->count->1
[2023-12-09 10:11:51] reconnect:192.168.1.61 --->count->1
[2023-12-09 10:11:51] reconnect:192.168.1.62 --->count->1
[2023-12-09 10:11:52] reconnect:192.168.1.63 --->count->1
[2023-12-09 10:11:53] reconnect:192.168.1.64 --->count->1
[2023-12-09 10:11:53] reconnect:192.168.1.65 --->count->1
[2023-12-09 10:11:54] reconnect:192.168.1.66 --->count->1
[2023-12-09 10:11:55] reconnect:192.168.1.68 --->count->1
[2023-12-09 10:11:55] reconnect:192.168.1.67 --->count->1
[2023-12-09 10:11:56] reconnect:192.168.1.69 --->count->1
[2023-12-09 10:11:57] reconnect:192.168.1.71 --->count->1
[2023-12-09 10:11:57] reconnect:192.168.1.70 --->count->1
[2023-12-09 10:11:58] reconnect:192.168.1.72 --->count->1
[2023-12-09 10:11:59] reconnect:192.168.1.74 --->count->1
[2023-12-09 10:11:59] reconnect:192.168.1.73 --->count->1
[2023-12-09 10:12:00] reconnect:192.168.1.75 --->count->1
[2023-12-09 10:12:01] reconnect:192.168.1.77 --->count->1
[2023-12-09 10:12:01] reconnect:192.168.1.76 --->count->1
[2023-12-09 10:12:02] reconnect:192.168.1.78 --->count->1
[2023-12-09 10:12:03] reconnect:192.168.1.79 --->count->1
[2023-12-09 10:12:03] reconnect:192.168.1.80 --->count->1
[2023-12-09 10:12:04] reconnect:192.168.1.81 --->count->1
[2023-12-09 10:12:05] reconnect:192.168.1.82 --->count->1
[2023-12-09 10:12:05] reconnect:192.168.1.83 --->count->1
[2023-12-09 10:12:06] reconnect:192.168.1.84 --->count->1
[2023-12-09 10:12:07] reconnect:192.168.1.85 --->count->1
[2023-12-09 10:12:07] reconnect:192.168.1.86 --->count->1
[2023-12-09 10:12:08] reconnect:192.168.1.87 --->count->1
[2023-12-09 10:12:09] reconnect:192.168.1.89 --->count->1
[2023-12-09 10:12:09] reconnect:192.168.1.88 --->count->1
[2023-12-09 10:12:11] reconnect:192.168.1.90 --->count->1
[2023-12-09 10:12:11] reconnect:192.168.1.91 --->count->1
[2023-12-09 10:12:11] reconnect:192.168.1.92 --->count->1
[2023-12-09 10:12:13] reconnect:192.168.1.93 --->count->1
[2023-12-09 10:12:13] reconnect:192.168.1.94 --->count->1
[2023-12-09 10:12:13] reconnect:192.168.1.95 --->count->1
[2023-12-09 10:12:15] reconnect:192.168.1.96 --->count->1
[2023-12-09 10:12:15] reconnect:192.168.1.98 --->count->1
[2023-12-09 10:12:15] reconnect:192.168.1.97 --->count->1
[2023-12-09 10:12:17] reconnect:192.168.1.99 --->count->1
[2023-12-09 10:12:17] reconnect:192.168.1.100 --->count->1
[2023-12-09 10:12:17] reconnect:192.168.1.101 --->count->1
[2023-12-09 10:12:19] reconnect:192.168.1.102 --->count->1
[2023-12-09 10:12:19] reconnect:192.168.1.103 --->count->1
[2023-12-09 10:12:19] reconnect:192.168.1.104 --->count->1
[2023-12-09 10:12:21] reconnect:192.168.1.105 --->count->1
[2023-12-09 10:12:21] reconnect:192.168.1.106 --->count->1
[2023-12-09 10:12:21] reconnect:192.168.1.107 --->count->1
[2023-12-09 10:12:23] reconnect:192.168.1.108 --->count->1
[2023-12-09 10:12:24] reconnect:192.168.1.110 --->count->1
[2023-12-09 10:12:24] reconnect:192.168.1.109 --->count->1
[2023-12-09 10:12:25] reconnect:192.168.1.111 --->count->1
[2023-12-09 10:12:26] reconnect:192.168.1.112 --->count->1
[2023-12-09 10:12:26] reconnect:192.168.1.113 --->count->1
[2023-12-09 10:12:27] reconnect:192.168.1.114 --->count->1
[2023-12-09 10:12:28] reconnect:192.168.1.116 --->count->1
[2023-12-09 10:12:28] reconnect:192.168.1.115 --->count->1
[2023-12-09 10:12:29] reconnect:192.168.1.117 --->count->1
[2023-12-09 10:12:30] reconnect:192.168.1.119 --->count->1
[2023-12-09 10:12:30] reconnect:192.168.1.118 --->count->1
[2023-12-09 10:12:31] reconnect:192.168.1.120 --->count->1
[2023-12-09 10:12:32] reconnect:192.168.1.122 --->count->1
[2023-12-09 10:12:32] reconnect:192.168.1.121 --->count->1
[2023-12-09 10:12:33] reconnect:192.168.1.123 --->count->1
[2023-12-09 10:12:34] reconnect:192.168.1.124 --->count->1
[2023-12-09 10:12:34] reconnect:192.168.1.125 --->count->1
[2023-12-09 10:12:35] reconnect:192.168.1.126 --->count->1
[2023-12-09 10:12:36] reconnect:192.168.1.127 --->count->1
[2023-12-09 10:12:36] reconnect:192.168.1.128 --->count->1
[2023-12-09 10:12:37] reconnect:192.168.1.129 --->count->1
[2023-12-09 10:12:38] reconnect:192.168.1.130 --->count->1
[2023-12-09 10:12:38] reconnect:192.168.1.131 --->count->1
[2023-12-09 10:12:39] reconnect:192.168.1.132 --->count->1
[2023-12-09 10:12:40] reconnect:192.168.1.133 --->count->1
[2023-12-09 10:12:40] reconnect:192.168.1.134 --->count->1
[2023-12-09 10:12:41] reconnect:192.168.1.135 --->count->1
[2023-12-09 10:12:42] reconnect:192.168.1.136 --->count->1
[2023-12-09 10:12:42] reconnect:192.168.1.137 --->count->1
[2023-12-09 10:12:43] reconnect:192.168.1.138 --->count->1
[2023-12-09 10:12:44] reconnect:192.168.1.139 --->count->1
[2023-12-09 10:12:44] reconnect:192.168.1.140 --->count->1
[2023-12-09 10:12:45] reconnect:192.168.1.141 --->count->1
[2023-12-09 10:12:46] reconnect:192.168.1.142 --->count->1
[2023-12-09 10:12:46] reconnect:192.168.1.143 --->count->1
[2023-12-09 10:12:48] reconnect:192.168.1.144 --->count->1
[2023-12-09 10:12:48] reconnect:192.168.1.145 --->count->1
[2023-12-09 10:12:48] reconnect:192.168.1.146 --->count->1
[2023-12-09 10:12:50] reconnect:192.168.1.147 --->count->1
[2023-12-09 10:12:50] reconnect:192.168.1.148 --->count->1
[2023-12-09 10:12:50] reconnect:192.168.1.149 --->count->1
[2023-12-09 10:12:52] reconnect:192.168.1.150 --->count->1
[2023-12-09 10:12:52] reconnect:192.168.1.151 --->count->1
[2023-12-09 10:12:52] reconnect:192.168.1.152 --->count->1
[2023-12-09 10:12:54] reconnect:192.168.1.153 --->count->1
[2023-12-09 10:12:54] reconnect:192.168.1.154 --->count->1
[2023-12-09 10:12:54] reconnect:192.168.1.155 --->count->1
[2023-12-09 10:12:56] reconnect:192.168.1.156 --->count->1
[2023-12-09 10:12:56] reconnect:192.168.1.157 --->count->1
[2023-12-09 10:12:56] reconnect:192.168.1.158 --->count->1
[2023-12-09 10:12:58] reconnect:192.168.1.159 --->count->1
[2023-12-09 10:12:58] reconnect:192.168.1.160 --->count->1
[2023-12-09 10:12:58] reconnect:192.168.1.161 --->count->1
[2023-12-09 10:13:00] reconnect:192.168.1.162 --->count->1
[2023-12-09 10:13:00] reconnect:192.168.1.163 --->count->1
[2023-12-09 10:13:00] reconnect:192.168.1.164 --->count->1
[2023-12-09 10:13:01] main_result_getinfo fail line:   at System.Net.Sockets.Socket.Send(Byte[] buffer, Int32 offset, Int32 size, SocketFlags socketFlags)
   at MinerTool.Tcp.SendMsg(String str, Object obj, Socket client)
   at MinerTool.Tcp.main_resultRun(Object o),error:An existing connection was forcibly closed by the remote host
[2023-12-09 10:13:02] reconnect:192.168.1.165 --->count->1
[2023-12-09 10:13:02] reconnect:192.168.1.166 --->count->1
[2023-12-09 10:13:02] reconnect:192.168.1.167 --->count->1
[2023-12-09 10:13:04] reconnect:192.168.1.168 --->count->1
[2023-12-09 10:13:04] reconnect:192.168.1.169 --->count->1
[2023-12-09 10:13:04] reconnect:192.168.1.170 --->count->1
[2023-12-09 10:13:06] reconnect:192.168.1.171 --->count->1
[2023-12-09 10:13:06] reconnect:192.168.1.172 --->count->1
[2023-12-09 10:13:06] reconnect:192.168.1.173 --->count->1
[2023-12-09 10:13:08] reconnect:192.168.1.174 --->count->1
[2023-12-09 10:13:08] reconnect:192.168.1.175 --->count->1
[2023-12-09 10:13:08] reconnect:192.168.1.176 --->count->1
[2023-12-09 10:13:10] reconnect:192.168.1.177 --->count->1
[2023-12-09 10:13:10] reconnect:192.168.1.178 --->count->1
[2023-12-09 10:13:11] reconnect:192.168.1.179 --->count->1
[2023-12-09 10:13:12] reconnect:192.168.1.180 --->count->1
[2023-12-09 10:13:12] reconnect:192.168.1.181 --->count->1
[2023-12-09 10:13:13] reconnect:192.168.1.182 --->count->1
[2023-12-09 10:13:14] reconnect:192.168.1.183 --->count->1
[2023-12-09 10:13:14] reconnect:192.168.1.184 --->count->1
[2023-12-09 10:13:15] reconnect:192.168.1.185 --->count->1
[2023-12-09 10:13:16] reconnect:192.168.1.186 --->count->1
[2023-12-09 10:13:16] reconnect:192.168.1.187 --->count->1
[2023-12-09 10:13:17] reconnect:192.168.1.188 --->count->1
[2023-12-09 10:13:18] reconnect:192.168.1.189 --->count->1
[2023-12-09 10:13:19] reconnect:192.168.1.190 --->count->1
[2023-12-09 10:13:19] reconnect:192.168.1.191 --->count->1
[2023-12-09 10:13:20] reconnect:192.168.1.192 --->count->1
[2023-12-09 10:13:21] reconnect:192.168.1.193 --->count->1
[2023-12-09 10:13:21] reconnect:192.168.1.194 --->count->1
[2023-12-09 10:13:22] reconnect:192.168.1.195 --->count->1
[2023-12-09 10:13:23] reconnect:192.168.1.197 --->count->1
[2023-12-09 10:13:23] reconnect:192.168.1.196 --->count->1
[2023-12-09 10:13:24] reconnect:192.168.1.198 --->count->1
[2023-12-09 10:13:25] reconnect:192.168.1.199 --->count->1
[2023-12-09 10:13:25] reconnect:192.168.1.200 --->count->1
[2023-12-09 10:13:26] reconnect:192.168.1.201 --->count->1
[2023-12-09 10:13:27] reconnect:192.168.1.203 --->count->1
[2023-12-09 10:13:27] reconnect:192.168.1.202 --->count->1
[2023-12-09 10:13:28] reconnect:192.168.1.204 --->count->1
[2023-12-09 10:13:29] reconnect:192.168.1.206 --->count->1
[2023-12-09 10:13:29] reconnect:192.168.1.205 --->count->1
[2023-12-09 10:13:30] reconnect:192.168.1.207 --->count->1
[2023-12-09 10:13:31] reconnect:192.168.1.209 --->count->1
[2023-12-09 10:13:31] reconnect:192.168.1.208 --->count->1
[2023-12-09 10:13:33] reconnect:192.168.1.210 --->count->1
[2023-12-09 10:13:33] reconnect:192.168.1.212 --->count->1
[2023-12-09 10:13:33] reconnect:192.168.1.211 --->count->1
[2023-12-09 10:13:35] reconnect:192.168.1.213 --->count->1
[2023-12-09 10:13:35] reconnect:192.168.1.215 --->count->1
[2023-12-09 10:13:35] reconnect:192.168.1.214 --->count->1
[2023-12-09 10:13:37] reconnect:192.168.1.216 --->count->1
[2023-12-09 10:13:37] reconnect:192.168.1.218 --->count->1
[2023-12-09 10:13:37] reconnect:192.168.1.217 --->count->1
[2023-12-09 10:13:39] reconnect:192.168.1.219 --->count->1
[2023-12-09 10:13:39] reconnect:192.168.1.220 --->count->1
[2023-12-09 10:13:39] reconnect:192.168.1.221 --->count->1
[2023-12-09 10:13:41] reconnect:192.168.1.222 --->count->1
[2023-12-09 10:13:41] reconnect:192.168.1.224 --->count->1
[2023-12-09 10:13:41] reconnect:192.168.1.223 --->count->1
[2023-12-09 10:13:43] reconnect:192.168.1.225 --->count->1
[2023-12-09 10:13:43] reconnect:192.168.1.227 --->count->1
[2023-12-09 10:13:43] reconnect:192.168.1.226 --->count->1
[2023-12-09 10:13:45] reconnect:192.168.1.228 --->count->1
[2023-12-09 10:13:45] reconnect:192.168.1.230 --->count->1
[2023-12-09 10:13:45] reconnect:192.168.1.229 --->count->1
[2023-12-09 10:13:47] reconnect:192.168.1.231 --->count->1
[2023-12-09 10:13:47] reconnect:192.168.1.233 --->count->1
[2023-12-09 10:13:47] reconnect:192.168.1.232 --->count->1
[2023-12-09 10:13:49] reconnect:192.168.1.234 --->count->1
[2023-12-09 10:13:49] reconnect:192.168.1.236 --->count->1
[2023-12-09 10:13:49] reconnect:192.168.1.235 --->count->1
[2023-12-09 10:13:51] reconnect:192.168.1.237 --->count->1
[2023-12-09 10:13:51] reconnect:192.168.1.238 --->count->1
[2023-12-09 10:13:51] reconnect:192.168.1.239 --->count->1
[2023-12-09 10:13:53] reconnect:192.168.1.240 --->count->1
[2023-12-09 10:13:53] reconnect:192.168.1.241 --->count->1
[2023-12-09 10:13:53] reconnect:192.168.1.242 --->count->1
[2023-12-09 10:13:55] reconnect:192.168.1.243 --->count->1
[2023-12-09 10:13:55] reconnect:192.168.1.245 --->count->1
[2023-12-09 10:13:55] reconnect:192.168.1.244 --->count->1
[2023-12-09 10:13:57] reconnect:192.168.1.246 --->count->1
[2023-12-09 10:13:57] reconnect:192.168.1.248 --->count->1
[2023-12-09 10:13:57] reconnect:192.168.1.247 --->count->1
[2023-12-09 10:13:59] reconnect:192.168.1.249 --->count->1
[2023-12-09 10:13:59] reconnect:192.168.1.251 --->count->1
[2023-12-09 10:13:59] reconnect:192.168.1.250 --->count->1
[2023-12-09 10:14:01] reconnect:192.168.1.252 --->count->1
[2023-12-09 10:14:01] reconnect:192.168.1.254 --->count->1
[2023-12-09 10:14:01] reconnect:192.168.1.253 --->count->1
[2023-12-09 10:14:03] reconnect:192.168.2.1 --->count->1
[2023-12-09 10:14:03] reconnect:192.168.2.3 --->count->1
[2023-12-09 10:14:03] reconnect:192.168.2.2 --->count->1
[2023-12-09 10:14:05] reconnect:192.168.2.4 --->count->1
[2023-12-09 10:14:05] reconnect:192.168.2.5 --->count->1
[2023-12-09 10:14:05] reconnect:192.168.2.6 --->count->1
